model,condition,item_id,domain,response,correct_answer,is_correct
llama3.1-8b,T1,2798,psychology,B,B,True
llama3.1-8b,T1,2799,psychology,I,I,True
llama3.1-8b,T1,2800,psychology,C,C,True
llama3.1-8b,T1,2802,psychology,G,G,True
llama3.1-8b,T1,6827,economics,I,A,False
llama3.1-8b,T1,6829,economics,D,I,False
llama3.1-8b,T1,6833,economics,J,B,False
llama3.1-8b,T1,6834,economics,H,I,False
llama3.1-8b,T1,6836,economics,A,E,False
llama3.1-8b,T1,6837,economics,F,A,False
llama3.1-8b,T1,6839,economics,A,D,False
llama3.1-8b,T1,6840,economics,J,G,False
llama3.1-8b,T1,6842,economics,A,A,True
llama3.1-8b,T1,6843,economics,J,E,False
llama3.1-8b,T1,6844,economics,D,H,False
llama3.1-8b,T1,6846,economics,J,A,False
llama3.1-8b,T1,6853,economics,B,F,False
llama3.1-8b,T1,6854,economics,J,I,False
llama3.1-8b,T1,6857,economics,A,A,True
llama3.1-8b,T1,6858,economics,C,C,True
llama3.1-8b,T1,6859,economics,C,G,False
llama3.1-8b,T1,6860,economics,B,J,False
llama3.1-8b,T1,6864,economics,D,D,True
llama3.1-8b,T1,6865,economics,J,H,False
llama3.1-8b,T1,6866,economics,F,G,False
llama3.1-8b,T1,6867,economics,C,C,True
llama3.1-8b,T1,6869,economics,J,C,False
llama3.1-8b,T1,6872,economics,C,C,True
llama3.1-8b,T1,6873,economics,I,I,True
llama3.1-8b,T1,6875,economics,A,A,True
llama3.1-8b,T1,6876,economics,H,A,False
llama3.1-8b,T1,6877,economics,E,E,True
llama3.1-8b,T1,6878,economics,E,C,False
llama3.1-8b,T1,6879,economics,G,G,True
llama3.1-8b,T1,6880,economics,E,D,False
llama3.1-8b,T1,6881,economics,F,G,False
llama3.1-8b,T1,6882,economics,J,J,True
llama3.1-8b,T1,6883,economics,J,C,False
llama3.1-8b,T1,6887,economics,I,I,True
llama3.1-8b,T1,6888,economics,G,G,True
llama3.1-8b,T1,6889,economics,H,H,True
llama3.1-8b,T1,6894,economics,J,F,False
llama3.1-8b,T1,6895,economics,B,J,False
llama3.1-8b,T1,6896,economics,C,F,False
llama3.1-8b,T1,6897,economics,A,B,False
llama3.1-8b,T1,6900,economics,G,C,False
llama3.1-8b,T1,6905,economics,H,I,False
llama3.1-8b,T1,6906,economics,F,E,False
llama3.1-8b,T1,6908,economics,J,C,False
llama3.1-8b,T1,6909,economics,H,C,False
llama3.1-8b,T1,6910,economics,E,J,False
llama3.1-8b,T1,6912,economics,F,B,False
llama3.1-8b,T1,6913,economics,H,C,False
llama3.1-8b,T1,6917,economics,J,J,True
llama3.1-8b,T1,6918,economics,A,A,True
llama3.1-8b,T1,6919,economics,A,A,True
llama3.1-8b,T1,6921,economics,A,A,True
llama3.1-8b,T1,6923,economics,J,B,False
llama3.1-8b,T1,6929,economics,B,B,True
llama3.1-8b,T1,6930,economics,G,G,True
llama3.1-8b,T1,6931,economics,J,C,False
llama3.1-8b,T1,6932,economics,G,I,False
llama3.1-8b,T1,6933,economics,C,C,True
llama3.1-8b,T1,6934,economics,E,E,True
llama3.1-8b,T1,6935,economics,G,G,True
llama3.1-8b,T1,6936,economics,J,E,False
llama3.1-8b,T1,6937,economics,G,E,False
llama3.1-8b,T1,6938,economics,D,D,True
llama3.1-8b,T1,6939,economics,H,H,True
llama3.1-8b,T1,6940,economics,J,B,False
llama3.1-8b,T1,6941,economics,J,J,True
llama3.1-8b,T1,6944,economics,A,A,True
llama3.1-8b,T1,6946,economics,H,H,True
llama3.1-8b,T1,6947,economics,I,I,True
llama3.1-8b,T1,6948,economics,J,D,False
llama3.1-8b,T1,6950,economics,J,J,True
llama3.1-8b,T1,6951,economics,B,J,False
llama3.1-8b,T1,6952,economics,F,F,True
llama3.1-8b,T1,6953,economics,I,I,True
llama3.1-8b,T1,6955,economics,J,G,False
llama3.1-8b,T1,6956,economics,H,H,True
llama3.1-8b,T1,6958,economics,J,B,False
llama3.1-8b,T1,6959,economics,G,G,True
llama3.1-8b,T1,6965,economics,F,B,False
llama3.1-8b,T1,6966,economics,G,A,False
llama3.1-8b,T1,6970,economics,I,B,False
llama3.1-8b,T1,6971,economics,G,J,False
llama3.1-8b,T1,6973,economics,D,F,False
llama3.1-8b,T1,6974,economics,A,A,True
llama3.1-8b,T1,6975,economics,A,E,False
llama3.1-8b,T1,6976,economics,B,B,True
llama3.1-8b,T1,6977,economics,I,I,True
llama3.1-8b,T1,6978,economics,C,G,False
llama3.1-8b,T1,6979,economics,E,E,True
llama3.1-8b,T1,6980,economics,G,G,True
llama3.1-8b,T1,6981,economics,B,J,False
llama3.1-8b,T1,6982,economics,D,H,False
llama3.1-8b,T1,6984,economics,F,F,True
llama3.1-8b,T1,6986,economics,A,A,True
llama3.1-8b,T1,6987,economics,J,H,False
llama3.1-8b,T1,6988,economics,J,E,False
llama3.1-8b,T1,6996,economics,A,A,True
llama3.1-8b,T1,6998,economics,B,H,False
llama3.1-8b,T1,6999,economics,A,A,True
llama3.1-8b,T1,7000,economics,J,H,False
llama3.1-8b,T1,7002,economics,C,C,True
llama3.1-8b,T1,7003,economics,B,A,False
llama3.1-8b,T1,7005,economics,I,I,True
llama3.1-8b,T1,7009,economics,I,D,False
llama3.1-8b,T1,7012,economics,D,B,False
llama3.1-8b,T1,7014,economics,J,B,False
llama3.1-8b,T1,7015,economics,E,E,True
llama3.1-8b,T1,7018,economics,E,E,True
llama3.1-8b,T1,7019,economics,F,F,True
llama3.1-8b,T1,7020,economics,D,J,False
llama3.1-8b,T1,7021,economics,C,C,True
llama3.1-8b,T1,7022,economics,J,J,True
llama3.1-8b,T1,7023,economics,B,C,False
llama3.1-8b,T1,7026,economics,E,E,True
llama3.1-8b,T1,7027,economics,A,B,False
llama3.1-8b,T1,7032,economics,B,C,False
llama3.1-8b,T1,7033,economics,F,I,False
llama3.1-8b,T1,7034,economics,F,D,False
llama3.1-8b,T1,7035,economics,H,H,True
llama3.1-8b,T1,7037,economics,F,F,True
llama3.1-8b,T1,7038,economics,E,E,True
llama3.1-8b,T1,7040,economics,F,I,False
llama3.1-8b,T1,7041,economics,G,A,False
llama3.1-8b,T1,7042,economics,H,H,True
llama3.1-8b,T1,7043,economics,F,C,False
llama3.1-8b,T1,7044,economics,J,C,False
llama3.1-8b,T1,7050,economics,B,B,True
llama3.1-8b,T1,7051,economics,A,J,False
llama3.1-8b,T1,7052,economics,H,D,False
llama3.1-8b,T1,7053,economics,G,G,True
llama3.1-8b,T1,7054,economics,B,C,False
llama3.1-8b,T1,7056,economics,D,C,False
llama3.1-8b,T1,7057,economics,G,G,True
llama3.1-8b,T1,7059,economics,F,I,False
llama3.1-8b,T1,7064,economics,H,A,False
llama3.1-8b,T1,7065,economics,J,J,True
llama3.1-8b,T1,7066,economics,D,C,False
llama3.1-8b,T1,7068,economics,J,D,False
llama3.1-8b,T1,7073,economics,J,E,False
llama3.1-8b,T1,7075,economics,J,F,False
llama3.1-8b,T1,7076,economics,J,J,True
llama3.1-8b,T1,7077,economics,F,J,False
llama3.1-8b,T1,7078,economics,J,F,False
llama3.1-8b,T1,7079,economics,F,F,True
llama3.1-8b,T1,7081,economics,D,D,True
llama3.1-8b,T1,7082,economics,J,J,True
llama3.1-8b,T1,7083,economics,E,A,False
llama3.1-8b,T1,7086,economics,F,F,True
llama3.1-8b,T1,7087,economics,B,B,True
llama3.1-8b,T1,7088,economics,I,I,True
llama3.1-8b,T1,7089,economics,H,H,True
llama3.1-8b,T1,7090,economics,J,J,True
llama3.1-8b,T1,7091,economics,E,E,True
llama3.1-8b,T1,7092,economics,G,G,True
llama3.1-8b,T1,7093,economics,G,B,False
llama3.1-8b,T1,7094,economics,I,I,True
llama3.1-8b,T1,7097,economics,B,B,True
llama3.1-8b,T1,7107,economics,J,B,False
llama3.1-8b,T1,7108,economics,H,H,True
llama3.1-8b,T1,7109,economics,F,F,True
llama3.1-8b,T1,7110,economics,I,I,True
llama3.1-8b,T1,7111,economics,F,F,True
llama3.1-8b,T1,7112,economics,D,G,False
llama3.1-8b,T1,7114,economics,J,G,False
llama3.1-8b,T1,7115,economics,A,A,True
llama3.1-8b,T1,7116,economics,J,J,True
llama3.1-8b,T1,7119,economics,J,J,True
llama3.1-8b,T1,7123,economics,F,F,True
llama3.1-8b,T1,7124,economics,J,B,False
llama3.1-8b,T1,7126,economics,J,J,True
llama3.1-8b,T1,7127,economics,F,F,True
llama3.1-8b,T1,7128,economics,D,J,False
llama3.1-8b,T1,7129,economics,I,I,True
llama3.1-8b,T1,7133,economics,H,C,False
llama3.1-8b,T1,7134,economics,B,B,True
llama3.1-8b,T1,7135,economics,A,D,False
llama3.1-8b,T1,7136,economics,H,H,True
llama3.1-8b,T1,7137,economics,H,H,True
llama3.1-8b,T1,7138,economics,D,D,True
llama3.1-8b,T1,7139,economics,I,I,True
llama3.1-8b,T1,7140,economics,J,A,False
llama3.1-8b,T1,7142,economics,C,C,True
llama3.1-8b,T1,7146,economics,D,D,True
llama3.1-8b,T1,7147,economics,D,D,True
llama3.1-8b,T1,7148,economics,G,G,True
llama3.1-8b,T1,7149,economics,D,D,True
llama3.1-8b,T1,7150,economics,E,H,False
llama3.1-8b,T1,7153,economics,C,C,True
llama3.1-8b,T1,7158,economics,C,G,False
llama3.1-8b,T1,7159,economics,B,H,False
llama3.1-8b,T1,7160,economics,A,D,False
llama3.1-8b,T1,7165,economics,F,F,True
llama3.1-8b,T1,7167,economics,J,J,True
llama3.1-8b,T1,7169,economics,C,C,True
llama3.1-8b,T1,7170,economics,H,H,True
llama3.1-8b,T1,7172,economics,B,B,True
llama3.1-8b,T1,7174,economics,J,D,False
llama3.1-8b,T1,7175,economics,B,B,True
llama3.1-8b,T1,7176,economics,J,D,False
llama3.1-8b,T1,7177,economics,G,C,False
llama3.1-8b,T1,7181,economics,H,D,False
llama3.1-8b,T1,7182,economics,H,F,False
llama3.1-8b,T1,7183,economics,J,A,False
llama3.1-8b,T1,7186,economics,G,D,False
llama3.1-8b,T1,7188,economics,A,A,True
llama3.1-8b,T1,7191,economics,B,A,False
llama3.1-8b,T1,7194,economics,E,B,False
llama3.1-8b,T1,7196,economics,I,B,False
llama3.1-8b,T1,7198,economics,C,G,False
llama3.1-8b,T1,7200,economics,F,B,False
llama3.1-8b,T1,7201,economics,H,H,True
llama3.1-8b,T1,7203,economics,G,G,True
llama3.1-8b,T1,7204,economics,C,C,True
llama3.1-8b,T1,7208,economics,J,E,False
llama3.1-8b,T1,7210,economics,J,F,False
llama3.1-8b,T1,7211,economics,J,F,False
llama3.1-8b,T1,7213,economics,J,J,True
llama3.1-8b,T1,7215,economics,J,A,False
llama3.1-8b,T1,7216,economics,A,A,True
llama3.1-8b,T1,7217,economics,J,B,False
llama3.1-8b,T1,7218,economics,B,E,False
llama3.1-8b,T1,7219,economics,G,G,True
llama3.1-8b,T1,7223,economics,D,A,False
llama3.1-8b,T1,7225,economics,J,H,False
llama3.1-8b,T1,7228,economics,H,C,False
llama3.1-8b,T1,7233,economics,A,A,True
llama3.1-8b,T1,7234,economics,J,A,False
llama3.1-8b,T1,7235,economics,F,I,False
llama3.1-8b,T1,7236,economics,D,D,True
llama3.1-8b,T1,7237,economics,C,I,False
llama3.1-8b,T1,7238,economics,F,E,False
llama3.1-8b,T1,7239,economics,E,F,False
llama3.1-8b,T1,7240,economics,H,B,False
llama3.1-8b,T1,7241,economics,G,I,False
llama3.1-8b,T1,7243,economics,J,D,False
llama3.1-8b,T1,7245,economics,B,B,True
llama3.1-8b,T1,7246,economics,B,B,True
llama3.1-8b,T1,7248,economics,H,A,False
llama3.1-8b,T1,7249,economics,J,J,True
llama3.1-8b,T1,7250,economics,J,G,False
llama3.1-8b,T1,7251,economics,J,E,False
llama3.1-8b,T1,7253,economics,I,A,False
llama3.1-8b,T1,7256,economics,D,D,True
llama3.1-8b,T1,7258,economics,J,J,True
llama3.1-8b,T1,7259,economics,C,C,True
llama3.1-8b,T1,7260,economics,J,G,False
llama3.1-8b,T1,7262,economics,J,B,False
llama3.1-8b,T1,7263,economics,F,F,True
llama3.1-8b,T1,7264,economics,J,J,True
llama3.1-8b,T1,7265,economics,E,E,True
llama3.1-8b,T1,7266,economics,B,I,False
llama3.1-8b,T1,7267,economics,B,I,False
llama3.1-8b,T1,7268,economics,J,H,False
llama3.1-8b,T1,7269,economics,C,C,True
llama3.1-8b,T1,7270,economics,E,E,True
llama3.1-8b,T1,7271,economics,H,H,True
llama3.1-8b,T1,7273,economics,I,B,False
llama3.1-8b,T1,7275,economics,J,E,False
llama3.1-8b,T1,7277,economics,B,B,True
llama3.1-8b,T1,7278,economics,J,J,True
llama3.1-8b,T1,7279,economics,E,E,True
llama3.1-8b,T1,7280,economics,F,F,True
llama3.1-8b,T1,7282,economics,F,F,True
llama3.1-8b,T1,7283,economics,E,E,True
llama3.1-8b,T1,7284,economics,E,C,False
llama3.1-8b,T1,7285,economics,E,E,True
llama3.1-8b,T1,7286,economics,H,H,True
llama3.1-8b,T1,7287,economics,B,I,False
llama3.1-8b,T1,7290,economics,J,J,True
llama3.1-8b,T1,7291,economics,G,G,True
llama3.1-8b,T1,7295,economics,A,A,True
llama3.1-8b,T1,7296,economics,B,D,False
llama3.1-8b,T1,7297,economics,I,I,True
llama3.1-8b,T1,7298,economics,C,D,False
llama3.1-8b,T1,7299,economics,F,H,False
llama3.1-8b,T1,7300,economics,G,G,True
llama3.1-8b,T1,7302,economics,J,G,False
llama3.1-8b,T1,7304,economics,C,C,True
llama3.1-8b,T1,7309,economics,C,J,False
llama3.1-8b,T1,7310,economics,G,I,False
llama3.1-8b,T1,7313,economics,J,E,False
llama3.1-8b,T1,7314,economics,J,J,True
llama3.1-8b,T1,7315,economics,J,H,False
llama3.1-8b,T1,7317,economics,B,F,False
llama3.1-8b,T1,7318,economics,G,F,False
llama3.1-8b,T1,7325,economics,C,C,True
llama3.1-8b,T1,7326,economics,E,E,True
llama3.1-8b,T1,7327,economics,C,C,True
llama3.1-8b,T1,7328,economics,F,A,False
llama3.1-8b,T1,7329,economics,B,B,True
llama3.1-8b,T1,7331,economics,F,F,True
llama3.1-8b,T1,7339,economics,F,F,True
llama3.1-8b,T1,7341,economics,B,F,False
llama3.1-8b,T1,7342,economics,G,F,False
llama3.1-8b,T1,7344,economics,J,J,True
llama3.1-8b,T1,7345,economics,F,G,False
llama3.1-8b,T1,7346,economics,D,C,False
llama3.1-8b,T1,7348,economics,J,I,False
llama3.1-8b,T1,7351,economics,C,F,False
llama3.1-8b,T1,7352,economics,J,F,False
llama3.1-8b,T1,7358,economics,G,A,False
llama3.1-8b,T1,7359,economics,J,B,False
llama3.1-8b,T1,7360,economics,H,H,True
llama3.1-8b,T1,7361,economics,F,I,False
llama3.1-8b,T1,7363,economics,J,G,False
llama3.1-8b,T1,7365,economics,A,F,False
llama3.1-8b,T1,7366,economics,I,D,False
llama3.1-8b,T1,7370,economics,B,E,False
llama3.1-8b,T1,7371,economics,J,C,False
llama3.1-8b,T1,7372,economics,G,F,False
llama3.1-8b,T1,7374,economics,J,J,True
llama3.1-8b,T1,7375,economics,H,I,False
llama3.1-8b,T1,7376,economics,J,H,False
llama3.1-8b,T1,7377,economics,B,F,False
llama3.1-8b,T1,7380,economics,F,F,True
llama3.1-8b,T1,7383,economics,E,G,False
llama3.1-8b,T1,7384,economics,B,B,True
llama3.1-8b,T1,7385,economics,H,H,True
llama3.1-8b,T1,7386,economics,G,G,True
llama3.1-8b,T1,7388,economics,A,A,True
llama3.1-8b,T1,7391,economics,A,A,True
llama3.1-8b,T1,7392,economics,B,B,True
llama3.1-8b,T1,7393,economics,H,J,False
llama3.1-8b,T1,7394,economics,B,C,False
llama3.1-8b,T1,7396,economics,G,G,True
llama3.1-8b,T1,7398,economics,F,F,True
llama3.1-8b,T1,7399,economics,J,I,False
llama3.1-8b,T1,7400,economics,C,C,True
llama3.1-8b,T1,7402,economics,J,B,False
llama3.1-8b,T1,7403,economics,A,B,False
llama3.1-8b,T1,7404,economics,J,J,True
llama3.1-8b,T1,7405,economics,C,C,True
llama3.1-8b,T1,7406,economics,J,J,True
llama3.1-8b,T1,7407,economics,G,G,True
llama3.1-8b,T1,7408,economics,A,A,True
llama3.1-8b,T1,7409,economics,C,C,True
llama3.1-8b,T1,7410,economics,C,D,False
llama3.1-8b,T1,7411,economics,D,D,True
llama3.1-8b,T1,7412,economics,J,J,True
llama3.1-8b,T1,7415,economics,H,H,True
llama3.1-8b,T1,7417,economics,J,I,False
llama3.1-8b,T1,7418,economics,D,D,True
llama3.1-8b,T1,7419,economics,J,J,True
llama3.1-8b,T1,7428,economics,G,F,False
llama3.1-8b,T1,7429,economics,E,E,True
llama3.1-8b,T1,7430,economics,J,H,False
llama3.1-8b,T1,7431,economics,H,E,False
llama3.1-8b,T1,7433,economics,G,H,False
llama3.1-8b,T1,7434,economics,G,G,True
llama3.1-8b,T1,7436,economics,D,D,True
llama3.1-8b,T1,7437,economics,J,A,False
llama3.1-8b,T1,7439,economics,G,G,True
llama3.1-8b,T1,7442,economics,F,I,False
llama3.1-8b,T1,7443,economics,J,F,False
llama3.1-8b,T1,7444,economics,C,A,False
llama3.1-8b,T1,7445,economics,I,I,True
llama3.1-8b,T1,7447,economics,E,J,False
llama3.1-8b,T1,7449,economics,J,G,False
llama3.1-8b,T1,7450,economics,I,H,False
llama3.1-8b,T1,7452,economics,C,C,True
llama3.1-8b,T1,7453,economics,B,I,False
llama3.1-8b,T1,7456,economics,B,F,False
llama3.1-8b,T1,7459,economics,C,C,True
llama3.1-8b,T1,7460,economics,G,G,True
llama3.1-8b,T1,7461,economics,G,G,True
llama3.1-8b,T1,7464,economics,H,H,True
llama3.1-8b,T1,7466,economics,H,H,True
llama3.1-8b,T1,7469,economics,G,G,True
llama3.1-8b,T1,7470,economics,E,E,True
llama3.1-8b,T1,7471,economics,D,C,False
llama3.1-8b,T1,7473,economics,B,H,False
llama3.1-8b,T1,7474,economics,D,A,False
llama3.1-8b,T1,7477,economics,I,I,True
llama3.1-8b,T1,7479,economics,J,J,True
llama3.1-8b,T1,7483,economics,D,I,False
llama3.1-8b,T1,7484,economics,I,B,False
llama3.1-8b,T1,7485,economics,C,F,False
llama3.1-8b,T1,7492,economics,F,I,False
llama3.1-8b,T1,7493,economics,G,G,True
llama3.1-8b,T1,7494,economics,J,J,True
llama3.1-8b,T1,7496,economics,H,G,False
llama3.1-8b,T1,7500,economics,B,H,False
llama3.1-8b,T1,7501,economics,B,G,False
llama3.1-8b,T1,7502,economics,F,F,True
llama3.1-8b,T1,7504,economics,D,C,False
llama3.1-8b,T1,7505,economics,J,J,True
llama3.1-8b,T1,7508,economics,H,C,False
llama3.1-8b,T1,7509,economics,E,E,True
llama3.1-8b,T1,7510,economics,J,I,False
llama3.1-8b,T1,7512,economics,J,J,True
llama3.1-8b,T1,7514,economics,J,C,False
llama3.1-8b,T1,7516,economics,G,A,False
llama3.1-8b,T1,7521,economics,H,H,True
llama3.1-8b,T1,7522,economics,J,F,False
llama3.1-8b,T1,7523,economics,C,C,True
llama3.1-8b,T1,7524,economics,I,I,True
llama3.1-8b,T1,7525,economics,C,C,True
llama3.1-8b,T1,7526,economics,B,B,True
llama3.1-8b,T1,7529,economics,G,G,True
llama3.1-8b,T1,7530,economics,I,I,True
llama3.1-8b,T1,7532,economics,F,A,False
llama3.1-8b,T1,7533,economics,E,E,True
llama3.1-8b,T1,7534,economics,J,H,False
llama3.1-8b,T1,7536,economics,E,F,False
llama3.1-8b,T1,7537,economics,J,B,False
llama3.1-8b,T1,7538,economics,F,B,False
llama3.1-8b,T1,7539,economics,F,C,False
llama3.1-8b,T1,7540,economics,D,G,False
llama3.1-8b,T1,7542,economics,H,A,False
llama3.1-8b,T1,7543,economics,D,H,False
llama3.1-8b,T1,7544,economics,B,I,False
llama3.1-8b,T1,7545,economics,A,A,True
llama3.1-8b,T1,7546,economics,A,A,True
llama3.1-8b,T1,7547,economics,G,G,True
llama3.1-8b,T1,7548,economics,B,B,True
llama3.1-8b,T1,7549,economics,D,D,True
llama3.1-8b,T1,7550,economics,I,I,True
llama3.1-8b,T1,7551,economics,D,D,True
llama3.1-8b,T1,7552,economics,J,C,False
llama3.1-8b,T1,7554,economics,E,E,True
llama3.1-8b,T1,7556,economics,J,D,False
llama3.1-8b,T1,7560,economics,I,J,False
llama3.1-8b,T1,7561,economics,G,G,True
llama3.1-8b,T1,7562,economics,I,E,False
llama3.1-8b,T1,7564,economics,J,D,False
llama3.1-8b,T1,7565,economics,G,D,False
llama3.1-8b,T1,7566,economics,D,C,False
llama3.1-8b,T1,7567,economics,F,E,False
llama3.1-8b,T1,7568,economics,J,D,False
llama3.1-8b,T1,7572,economics,I,E,False
llama3.1-8b,T1,7573,economics,F,F,True
llama3.1-8b,T1,7575,economics,D,D,True
llama3.1-8b,T1,7580,economics,E,J,False
llama3.1-8b,T1,7582,economics,B,E,False
llama3.1-8b,T1,7583,economics,F,E,False
llama3.1-8b,T1,7584,economics,J,J,True
llama3.1-8b,T1,7586,economics,G,G,True
llama3.1-8b,T1,7590,economics,J,A,False
llama3.1-8b,T1,7592,economics,J,G,False
llama3.1-8b,T1,7593,economics,J,B,False
llama3.1-8b,T1,7594,economics,G,C,False
llama3.1-8b,T1,7596,economics,G,G,True
llama3.1-8b,T1,7599,economics,J,J,True
llama3.1-8b,T1,7600,economics,C,C,True
llama3.1-8b,T1,7602,economics,B,B,True
llama3.1-8b,T1,7603,economics,B,B,True
llama3.1-8b,T1,7604,economics,D,A,False
llama3.1-8b,T1,7606,economics,H,H,True
llama3.1-8b,T1,7607,economics,J,J,True
llama3.1-8b,T1,7608,economics,B,D,False
llama3.1-8b,T1,7610,economics,E,A,False
llama3.1-8b,T1,7611,economics,E,E,True
llama3.1-8b,T1,7613,economics,G,G,True
llama3.1-8b,T1,7614,economics,G,J,False
llama3.1-8b,T1,7617,economics,H,D,False
llama3.1-8b,T1,7618,economics,A,A,True
llama3.1-8b,T1,7619,economics,B,B,True
llama3.1-8b,T1,7620,economics,G,G,True
llama3.1-8b,T1,7621,economics,J,A,False
llama3.1-8b,T1,7622,economics,J,B,False
llama3.1-8b,T1,7623,economics,B,D,False
llama3.1-8b,T1,7626,economics,G,G,True
llama3.1-8b,T1,7629,economics,G,A,False
llama3.1-8b,T1,7630,economics,B,I,False
llama3.1-8b,T1,7632,economics,G,D,False
llama3.1-8b,T1,7634,economics,C,H,False
llama3.1-8b,T1,7638,economics,H,E,False
llama3.1-8b,T1,7639,economics,I,D,False
llama3.1-8b,T1,7640,economics,H,G,False
llama3.1-8b,T1,7641,economics,B,A,False
llama3.1-8b,T1,7644,economics,J,D,False
llama3.1-8b,T1,7645,economics,J,D,False
llama3.1-8b,T1,7646,economics,J,J,True
llama3.1-8b,T1,7648,economics,D,I,False
llama3.1-8b,T1,7649,economics,G,G,True
llama3.1-8b,T1,7650,economics,H,H,True
llama3.1-8b,T1,7651,economics,B,B,True
llama3.1-8b,T1,7655,economics,I,F,False
llama3.1-8b,T1,7656,economics,J,J,True
llama3.1-8b,T1,7657,economics,J,D,False
llama3.1-8b,T1,7658,economics,J,I,False
llama3.1-8b,T1,7662,economics,B,F,False
llama3.1-8b,T1,7664,economics,B,B,True
llama3.1-8b,T1,7665,economics,C,E,False
llama3.1-8b,T1,7667,economics,B,B,True
llama3.1-8b,T1,7669,economics,E,E,True
llama3.1-8b,T1,7670,economics,B,H,False
llama3.1-8b,T1,7671,economics,J,J,True
llama3.1-8b,T1,7672,economics,E,H,False
llama3.1-8b,T1,7673,economics,E,E,True
llama3.1-8b,T1,7674,economics,A,A,True
llama3.1-8b,T1,7675,economics,H,H,True
llama3.1-8b,T1,7676,economics,B,B,True
llama3.1-8b,T1,7677,economics,E,E,True
llama3.1-8b,T1,7678,economics,B,B,True
llama3.1-8b,T1,7679,economics,H,B,False
llama3.1-8b,T1,7681,economics,F,F,True
llama3.1-8b,T1,7684,economics,B,I,False
llama3.1-8b,T1,7686,economics,B,J,False
llama3.1-8b,T2,9047,physics,E,B,False
llama3.1-8b,T2,9048,physics,B,J,False
llama3.1-8b,T2,9049,physics,F,F,True
llama3.1-8b,T2,9052,physics,G,C,False
llama3.1-8b,T2,9054,physics,C,H,False
llama3.1-8b,T2,9055,physics,H,F,False
llama3.1-8b,T2,9059,physics,H,B,False
llama3.1-8b,T2,9060,physics,H,A,False
llama3.1-8b,T2,9061,physics,E,C,False
llama3.1-8b,T2,9069,physics,C,G,False
llama3.1-8b,T2,9070,physics,G,D,False
llama3.1-8b,T2,9071,physics,F,D,False
llama3.1-8b,T2,9074,physics,G,H,False
llama3.1-8b,T2,9082,physics,J,E,False
llama3.1-8b,T2,9085,physics,H,I,False
llama3.1-8b,T2,9086,physics,F,G,False
llama3.1-8b,T2,9088,physics,F,G,False
llama3.1-8b,T2,9089,physics,B,D,False
llama3.1-8b,T2,9091,physics,D,A,False
llama3.1-8b,T2,9097,physics,H,A,False
llama3.1-8b,T2,9098,physics,H,A,False
llama3.1-8b,T2,9100,physics,G,B,False
llama3.1-8b,T2,9104,physics,C,J,False
llama3.1-8b,T2,9105,physics,G,B,False
llama3.1-8b,T2,9106,physics,E,E,True
llama3.1-8b,T2,9107,physics,H,A,False
llama3.1-8b,T2,9108,physics,F,G,False
llama3.1-8b,T2,9110,physics,B,B,True
llama3.1-8b,T2,9111,physics,B,B,True
llama3.1-8b,T2,9115,physics,J,J,True
llama3.1-8b,T2,9116,physics,C,A,False
llama3.1-8b,T2,9117,physics,J,F,False
llama3.1-8b,T2,9120,physics,A,D,False
llama3.1-8b,T2,9121,physics,D,H,False
llama3.1-8b,T2,9123,physics,G,A,False
llama3.1-8b,T2,9129,physics,F,F,True
llama3.1-8b,T2,9130,physics,E,J,False
llama3.1-8b,T2,9135,physics,A,E,False
llama3.1-8b,T2,9140,physics,F,D,False
llama3.1-8b,T2,9141,physics,B,A,False
llama3.1-8b,T2,9142,physics,E,G,False
llama3.1-8b,T2,9147,physics,H,J,False
llama3.1-8b,T2,9149,physics,I,I,True
llama3.1-8b,T2,9152,physics,E,D,False
llama3.1-8b,T2,9153,physics,E,H,False
llama3.1-8b,T2,9156,physics,G,A,False
llama3.1-8b,T2,9157,physics,J,C,False
llama3.1-8b,T2,9158,physics,E,E,True
llama3.1-8b,T2,9161,physics,F,A,False
llama3.1-8b,T2,9165,physics,B,B,True
llama3.1-8b,T2,9167,physics,C,C,True
llama3.1-8b,T2,9169,physics,H,F,False
llama3.1-8b,T2,9171,physics,F,F,True
llama3.1-8b,T2,9178,physics,G,D,False
llama3.1-8b,T2,9179,physics,H,G,False
llama3.1-8b,T2,9181,physics,C,A,False
llama3.1-8b,T2,9182,physics,E,F,False
llama3.1-8b,T2,9183,physics,H,H,True
llama3.1-8b,T2,9185,physics,F,J,False
llama3.1-8b,T2,9186,physics,E,B,False
llama3.1-8b,T2,9189,physics,J,J,True
llama3.1-8b,T2,9190,physics,F,F,True
llama3.1-8b,T2,9193,physics,G,D,False
llama3.1-8b,T2,9194,physics,B,C,False
llama3.1-8b,T2,9199,physics,C,E,False
llama3.1-8b,T2,9200,physics,F,E,False
llama3.1-8b,T2,9206,physics,E,E,True
llama3.1-8b,T2,9207,physics,G,A,False
llama3.1-8b,T2,9209,physics,C,G,False
llama3.1-8b,T2,9211,physics,I,B,False
llama3.1-8b,T2,9213,physics,H,H,True
llama3.1-8b,T2,9214,physics,J,J,True
llama3.1-8b,T2,9216,physics,D,D,True
llama3.1-8b,T2,9218,physics,G,C,False
llama3.1-8b,T2,9223,physics,F,J,False
llama3.1-8b,T2,9226,physics,C,C,True
llama3.1-8b,T2,9229,physics,F,A,False
llama3.1-8b,T2,9230,physics,H,G,False
